segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
210,1,0,CADC0873,1,11,12,-2.791281637781061e-05,6.018368769624147e-10,2.4532363868213245e-05,-1.4886930317666627,-0.39791480471183516,0,0,0,0,1,4.419760915214936e-10,1.0293782411428493e-09,11,12,5.4712443360219514e-11,5.015307308020122e-11
211,0,1,CADC0873,1,136,137,-5.091087066022815e-05,6.229297903472159e-10,2.4958561463898836e-05,-1.1802822290540558,-0.14856504595032421,0,0,0,40,48,3.149174402341027e-13,9.02965341649069e-13,136,137,4.5803661054942346e-12,4.54693277625705e-12
212,0,0,CADC0873,1,179,141,7.649801839133991e-06,1.5633075239858646e-12,1.2503229678710475e-06,0.13372172672838678,-0.9164990666472009,24,1,1,43,47,3.0246448402114807e-13,8.623702428823472e-13,257,141,8.73356158651321e-15,1.1087287404155068e-14
213,0,0,CADC0873,5,1080,217,-3.278198919971948e-06,1.4831227111577106e-11,3.8511332243350275e-06,-0.5655462177951098,0.7396679567425233,1,1,1,60,64,3.0767811367368536e-13,8.356829927896444e-13,5400,1085,1.3732617695904729e-14,6.834666871694519e-14
214,1,1,CADC0873,1,312,264,2.2493409322161785e-06,9.533479798398623e-10,3.087633365281348e-05,62.59437134330385,-3.558931304150494,2,2,1,3,5,8.679886138174696e-10,1.8447577066640117e-09,752,264,3.0556024994867383e-12,3.611166590302509e-12
215,0,1,CADC0873,5,750,151,-6.418559190641129e-06,1.906397243360162e-11,4.366230918492702e-06,-1.2432303944670617,-0.05742246881105995,10,0,0,10,18,9.8233573440678e-12,2.955298238408538e-11,3750,755,2.5418629911468827e-14,1.262514730702094e-13
216,0,1,CADC0873,5,60,12,5.037401642069986e-06,9.382962303319755e-12,3.0631621412063312e-06,-1.2027644912528743,0.345395807589788,0,1,1,1,2,6.474702654315653e-13,1.461331098750471e-12,350,60,1.5638270505532926e-13,7.819135252766462e-13
217,0,0,CADC0873,1,111,112,-1.8244823592651858e-05,2.7361062282486085e-10,1.6541179608022543e-05,-1.1308708377971644,-0.30774304783929735,1,0,0,3,8,2.904714147706308e-12,8.711392561966409e-12,111,112,2.4649605659897372e-12,2.4429519895076862e-12
218,0,0,CADC0873,1,155,131,2.253390184236321e-05,6.90994019117983e-11,8.312605001550254e-06,-1.1494641329291808,-0.1716856038891225,0,1,1,40,41,3.15992892823215e-13,9.408684671663768e-13,205,131,4.458025929793439e-13,5.274763504717428e-13
219,0,1,CADC0873,5,950,191,3.867821046560168e-05,5.078546228456177e-10,2.2535630074298295e-05,-1.233361335417015,-0.12273934880714384,0,1,1,57,61,3.243814405208363e-13,9.716148439562546e-13,4750,955,5.345838135217029e-13,2.6589247269404066e-12
220,1,1,CADC0873,1,142,114,-7.547261511221215e-06,8.264313504287976e-09,9.090826972442043e-05,-1.2428369848405474,-0.1974311955690552,7,3,3,8,8,1.0663665308380057e-09,2.5130792228432878e-09,200,114,5.819939087526744e-11,7.249397810778927e-11
221,0,1,CADC0873,1,178,179,1.775606139539087e-05,7.6617807110536e-11,8.753159835769937e-06,-0.6374123879273759,-0.5616502484946232,15,5,1,14,23,7.213771772553083e-11,2.1175593675478487e-10,178,179,4.3043711859851683e-13,4.280324419583017e-13
222,0,1,CADC0873,1,11,12,1.1314938371595073e-05,3.006774101565572e-11,5.483405968525012e-06,-1.2470305550240397,-0.04715457819681613,0,1,1,4,3,6.42008959066448e-13,2.2122031492877123e-12,11,12,2.7334310014232472e-12,2.5056450846379764e-12
223,0,0,CADC0873,1,151,152,-2.455904296344051e-05,2.556043152021889e-10,1.5987630068343116e-05,-1.2001925157200886,-0.03916965419103826,0,0,0,48,49,3.882371684422235e-13,1.2635272732291043e-12,151,152,1.6927438092860193e-12,1.681607336856506e-12
224,1,1,CADC0873,1,53,59,-1.4031701287582222e-06,6.775744447288174e-12,2.603026017405161e-06,-0.043158054312824046,-1.016272555609494,3,1,1,16,19,4.2153386965790437e-13,1.0384957470644806e-12,53,59,1.2784423485449385e-13,1.1484312622522327e-13
225,0,1,CADC0873,1,11,12,1.6585646881252457e-05,1.2469153244097866e-10,1.116653627769053e-05,-0.5719726466909636,1.167334724305561,0,1,1,1,1,4.3137308778697944e-11,1.0159879683999485e-10,11,12,1.1335593858270787e-11,1.0390961036748222e-11
226,0,0,CADC0873,1,11,12,1.1129296918249334e-05,1.540735850362646e-10,1.2412638117510096e-05,-1.5929952192788752,-0.2841006343096316,0,1,0,1,1,1.6875215907711083e-11,3.900957980615551e-11,11,12,1.4006689548751326e-11,1.2839465419688715e-11
227,0,0,CADC0873,1,11,12,-8.635079869293763e-06,7.431288697401875e-12,2.726039012450459e-06,1.1186035134300152,1.6041006515096359,0,0,0,2,2,4.029462301391243e-12,5.915860517355067e-12,11,12,6.755716997638068e-13,6.192740581168229e-13
228,0,0,CADC0873,1,148,149,-4.368302712306199e-06,3.3882789637935483e-11,5.82089251214412e-06,-0.3779194604370777,-0.9567774131108797,1,0,0,42,49,4.15515880137021e-13,1.190964745450898e-12,148,149,2.289377678238884e-13,2.2740127273782203e-13
229,0,1,CADC0873,1,53,54,-2.217401968812689e-05,4.570413435395852e-10,2.1378525289167755e-05,0.3132028746619726,-0.9603677158439865,0,0,0,0,1,2.124425434621456e-11,4.417740461463293e-11,53,54,8.623421576218589e-12,8.463728584066393e-12
230,1,0,CADC0873,1,69,59,2.6935790910950043e-05,5.84523999364571e-10,2.4176931140336463e-05,-1.2777568043342185,0.2953045690609772,3,2,2,3,6,2.5533895846466525e-10,6.965326086357246e-10,91,59,8.471362309631464e-12,9.907186429907984e-12
231,1,1,CADC0873,1,82,87,9.55457246231897e-07,7.932727180680518e-10,2.8165097515685114e-05,54.1137615157732,7.042749149086612,2,2,1,1,2,8.268381713410114e-10,1.7824161679123693e-09,82,87,9.674057537415265e-12,9.11807721917301e-12
232,0,0,CADC0873,1,137,138,3.345412309985536e-05,8.114085553153763e-10,2.848523398737276e-05,-1.4741689308077448,0.0512412121111657,0,1,1,37,40,3.7011070526297403e-13,7.431949841549769e-13,137,138,5.922690184783769e-12,5.879772139966495e-12
233,0,1,CADC0873,1,10,12,-3.310698015261324e-05,5.719188312787495e-11,7.5625315290499745e-06,-1.116247997530688,0.3141935638194251,0,0,0,3,3,5.035817208412369e-13,8.050416189312917e-13,10,12,5.719188312787495e-12,4.765990260656246e-12
234,0,1,CADC0873,1,193,194,1.814299619898636e-05,2.1130733852450346e-10,1.4536414225127993e-05,-1.1941219722855883,0.13153294257428605,0,1,1,67,68,3.2451642417147675e-13,9.518949345958702e-13,193,194,1.094856676292764e-12,1.089213085177853e-12
235,0,1,CADC0873,5,600,121,-1.0958319810288915e-06,3.726912548152075e-11,6.104844427298762e-06,-1.0236153110831359,0.4034321426360028,0,1,1,38,40,3.981483706831995e-13,1.2300051868451082e-12,3000,605,6.211520913586793e-14,3.080093015001715e-13
236,0,1,CADC0873,5,485,83,5.878705745267913e-06,3.432735273583812e-13,5.858954918399537e-07,-0.8077019479609473,-0.10592218660608328,23,1,1,26,29,3.605083190558586e-13,1.1391916024203388e-12,3175,415,7.077804687801675e-16,4.13582563082387e-15
237,0,1,CADC0873,1,203,192,9.946945529396853e-06,9.576762836117454e-11,9.786093621112284e-06,-1.2079166148952347,0.04806060989369927,0,1,1,57,61,3.7275605541966204e-13,1.0742832210435824e-12,249,192,4.717617160648992e-13,4.987897310477841e-13
238,0,1,CADC0873,1,196,186,-2.879030111060224e-05,2.290373606446063e-10,1.5133980330521324e-05,-1.1936472643123248,-0.07021983178995672,0,0,0,60,63,3.29814953896229e-13,9.872413650361868e-13,218,186,1.1685579624724812e-12,1.2313836593796038e-12
239,0,0,CADC0873,1,92,93,-4.453953621246464e-05,6.405223875923513e-10,2.53085437667273e-05,-1.108478876870143,-0.32910457090709827,0,0,0,31,34,4.74187696273835e-13,1.2209773588358278e-12,92,93,6.9621998651342535e-12,6.887337500993025e-12
240,0,1,CADC0873,5,655,132,1.689791613375345e-05,4.53066186772322e-11,6.731019141053767e-06,-1.168438981695367,0.20312457251678573,0,1,1,39,40,3.8835559724491e-13,1.078950635157736e-12,3275,660,6.917041019424763e-14,3.432319596760015e-13
241,0,1,CADC0873,1,218,200,-1.8866139895203845e-05,2.720813524288565e-10,1.6494888675855213e-05,-1.126374224081531,-0.29209502762295897,0,0,0,56,60,3.4525449600693427e-13,1.0341284619860865e-12,256,200,1.2480795982975068e-12,1.3604067621442825e-12
242,0,0,CADC0873,1,281,293,3.0399685916246217e-05,2.7427368155997493e-10,1.656121014781151e-05,-0.9953034285383389,0.4798758266134191,0,1,1,82,90,3.571701961951399e-13,1.0044484290196255e-12,281,293,9.760629237009783e-13,9.36087650375341e-13
243,1,1,CADC0873,5,885,178,2.0784702502197303e-05,3.7967576672713495e-11,6.161783562631318e-06,-1.325905831551416,0.6251467009087356,1,1,1,14,18,7.41841399792145e-13,1.6358153272372537e-12,4425,890,4.2901216579337285e-14,2.1330099254333425e-13
244,0,1,CADC0873,1,91,94,2.342317826518666e-05,1.5605478591897353e-10,1.2492188996287782e-05,-1.1849446851382939,-0.08908417439504211,0,1,1,30,34,3.2484601649082495e-13,9.495481420027636e-13,91,94,1.7148877573513574e-12,1.6601572970103567e-12
245,0,0,CADC0873,5,440,89,3.895623627562809e-05,2.077872472850631e-10,1.441482734149331e-05,-1.105180467668094,-0.31653689808872026,0,1,1,31,32,3.5903767209862454e-13,1.084815176891589e-12,2200,445,4.722437438296889e-13,2.334688171742282e-12
246,0,1,CADC0873,1,54,55,-2.2172728370029462e-05,1.8235505718138643e-10,1.3503890446141305e-05,-1.1878285207709915,0.010358972376570694,0,0,0,18,19,3.7360670187580417e-13,1.12812236000328e-12,54,55,3.376945503359008e-12,3.315546494207026e-12
247,0,1,CADC0873,1,97,98,-1.5817421905742298e-05,7.025556965492253e-11,8.381859558291497e-06,-1.078268347711391,-0.37672965540776904,0,0,0,30,31,3.294932344453337e-13,9.48974794854508e-13,97,98,7.24284223246624e-13,7.168935679073728e-13
248,0,1,CADC0873,5,1055,212,2.1884533978480945e-05,4.3476264742174924e-10,2.0850962745680336e-05,-1.1900417612493408,0.13083188530181525,0,1,1,62,66,3.396623305696088e-13,9.967247857497892e-13,5275,1060,4.1209729613435946e-13,2.050767204819572e-12
249,0,1,CADC0873,5,55,12,-9.016208815899776e-06,1.0381696734247542e-11,3.2220640487500465e-06,0.024426329950687276,-1.1161153333909235,0,0,0,2,2,9.36962130393215e-13,3.6241489487832405e-13,275,60,1.887581224408644e-13,8.651413945206285e-13
250,0,1,CADC0873,1,163,164,-2.8559303480029466e-05,2.517087032994986e-10,1.5865330229765108e-05,-1.0941296152943722,-0.34431750851113524,0,0,0,50,53,3.4482411983815634e-13,9.717962955953366e-13,163,164,1.544225173616556e-12,1.5348091664603573e-12
251,1,1,CADC0873,1,256,219,-1.0190387620177787e-05,6.089912651280966e-09,7.803789240670821e-05,-1.19422102669357,-0.28590461999664135,2,2,2,31,76,8.951660032551492e-12,1.2541007181658133e-12,352,219,2.3788721294066273e-11,2.7807820325483862e-11
252,0,1,CADC0873,5,410,83,-1.3494365387513145e-05,1.761341162333835e-10,1.3271552894570532e-05,-1.302290496490163,-0.14371439139570222,7,0,0,7,11,8.15632499929777e-11,2.64544016314017e-10,2050,415,4.2959540544727683e-13,2.1220977859443794e-12
253,0,0,CADC0873,1,113,114,2.6493823733209253e-05,2.5927654370489595e-10,1.6102066442071835e-05,-1.128748746822212,0.2836991954847324,0,1,1,34,36,2.935056917236117e-13,8.270281404033588e-13,113,114,2.2944826876539465e-12,2.274355646534175e-12
254,0,0,CADC0873,1,12,12,2.5009159324069987e-05,1.618684457312244e-10,1.2722753072005462e-05,-1.1612350046460638,0.2560467712294124,0,1,1,3,3,8.564184391387569e-13,1.2697032225195541e-12,16,12,1.3489037144268701e-11,1.3489037144268701e-11
255,0,1,CADC0873,5,55,12,-1.4745918649983594e-06,2.5413483915886844e-12,1.5941607169883106e-06,-0.3416285691403327,1.1979300636585124,0,0,0,2,2,6.086574776691397e-13,1.1162356076059467e-12,275,60,4.620633439252153e-14,2.1177903263239036e-13
256,1,1,CADC0873,1,102,92,2.447229329560553e-05,5.574916612017343e-11,7.4665364206018194e-06,-1.1301124086739252,0.2681247175352237,0,1,1,30,31,2.970346580763085e-13,8.397219299941549e-13,124,92,5.465604521585631e-13,6.059691969584068e-13
257,0,1,CADC0873,1,121,122,3.0032726094712005e-05,1.0301996032478995e-10,1.0149874892075762e-05,-0.9977195012860274,0.2638486492492168,0,1,1,26,30,5.388025140689612e-13,1.3477860519896713e-12,121,122,8.51404630783388e-13,8.444259043015569e-13
258,0,1,CADC0873,1,52,45,4.438851619389325e-05,4.852020543436364e-10,2.2027302475419827e-05,-1.44801914483873,-0.11830355445239535,0,1,1,11,12,8.353977127088115e-13,6.226138187908378e-13,68,45,9.330808737377623e-12,1.0782267874303031e-11
259,0,1,CADC0873,1,112,93,-1.983496641419249e-06,1.3266914934260348e-11,3.642377648495602e-06,-1.072016650154174,-0.25789178453206396,0,0,0,32,32,2.9236179478069037e-13,8.923057479080745e-13,152,93,1.1845459762732455e-13,1.4265499929312203e-13
260,0,1,CADC0873,5,670,125,5.0802555819296586e-05,5.039501217079865e-10,2.2448833415302153e-05,-1.0232655046678294,-0.6544756294091532,0,1,1,25,28,3.9864534264428955e-13,6.316570675509988e-13,3850,625,7.521643607581889e-13,4.031600973663892e-12
261,0,1,CADC0874,1,36,37,1.565041727841995e-05,2.388007499503558e-10,1.5453179282929315e-05,-1.0332459713071744,0.45368316917998586,0,1,1,10,10,7.547416543812585e-13,1.2762237610521513e-12,36,37,6.633354165287661e-12,6.454074322982589e-12
262,0,1,CADC0874,1,728,763,-1.1287644007618264e-05,5.312364393019281e-11,7.288596842341659e-06,-1.2032973653764663,-0.061724577458252314,0,0,0,226,246,3.247038793316027e-13,9.765520250684242e-13,728,763,7.297203836564946e-14,6.9624697156216e-14
263,0,1,CADC0874,1,437,438,-1.2462803384640204e-05,5.605988874454761e-11,7.487315189341745e-06,-0.8917533558154367,-0.6001322043790019,0,0,0,144,155,3.2875463505676216e-13,1.002916036421237e-12,437,438,1.2828349827127599e-13,1.279906135720265e-13
264,0,1,CADC0874,1,78,79,-9.975623608937686e-06,2.971078391427382e-11,5.450759939152872e-06,-1.129737708280099,0.04484660360881085,0,0,0,22,24,3.7786668843861906e-13,1.0477396380418992e-12,78,79,3.8090748608043357e-13,3.7608587233257997e-13
265,0,0,CADC0874,1,427,428,-4.609064932294816e-06,4.8380067354893846e-11,6.955578146703109e-06,-0.5742100803148791,-0.8427016200574599,1,0,0,134,141,3.1840718642151516e-13,9.370226513015282e-13,427,428,1.1330226546813547e-13,1.130375405488174e-13
266,1,0,CADC0874,1,537,495,-8.617602948313747e-05,3.961373694506881e-09,6.293944466315921e-05,-1.464818684197196,0.6361379614355127,0,0,0,0,1,5.30249681196174e-11,1.0718753994298078e-10,631,495,7.376859766307041e-12,8.002775140417942e-12
267,0,1,CADC0874,1,1099,992,2.9615838113195368e-05,2.506485041091568e-10,1.5831882519433903e-05,-1.1860671602702566,-0.105054954436226,0,1,1,302,320,3.3264640562164384e-13,9.984142997238847e-13,1315,992,2.2806961247421e-13,2.526698630132629e-13
268,0,1,CADC0874,1,301,302,-1.4674638118056393e-05,4.6062587982482365e-11,6.7869424619988026e-06,-0.6219518228423904,-0.09262542342672996,12,2,0,12,24,2.258794892090684e-11,6.769219865503835e-11,301,302,1.5303185376239988e-13,1.5252512576980916e-13
269,0,1,CADC0874,1,429,430,2.8601992594352156e-05,1.1879426334184192e-10,1.0899278111042122e-05,0.9732770045694035,-0.7592188910485997,26,8,3,27,51,1.3011850274930739e-10,3.974004969752519e-10,429,430,2.769097047595383e-13,2.7626572870195797e-13
270,0,0,CADC0874,1,605,482,-2.201009710357455e-05,4.3110834925981735e-10,2.076314882814785e-05,-1.1984412004893776,-0.2570800596103918,0,0,0,147,159,3.5183635272111474e-13,1.0489699088952263e-12,853,482,7.125757839005245e-13,8.944156623647663e-13
271,0,0,CADC0874,1,601,653,3.434888835894124e-05,2.7129607656750103e-10,1.6471067863605596e-05,-1.1975889043308234,-0.05478015483552733,0,1,1,203,217,2.851489204102697e-13,8.561169811306913e-13,601,653,4.5140778131031787e-13,4.154610667189909e-13
272,0,1,CADC0874,1,335,336,-3.2157742713352765e-05,4.142526439638526e-10,2.0353197389202822e-05,-1.4261549765971229,0.1076863575577431,12,4,0,12,23,1.6001673371467004e-10,4.902768125817676e-10,335,336,1.2365750566085153e-12,1.2328947737019423e-12
273,1,0,CADC0874,1,339,359,3.426797202802086e-05,5.436591472120006e-10,2.3316499463084086e-05,-1.3180598381891204,0.5175790907964369,0,1,1,8,7,1.5354120486072694e-12,3.1165371931805194e-12,339,359,1.6037142985604736e-12,1.5143708835988874e-12
274,0,1,CADC0874,1,188,189,1.1049216366151906e-05,4.888241973063769e-11,6.9915963649682815e-06,-1.0240848438994998,0.466904446060615,0,1,1,52,61,2.947259451627046e-13,8.315005530054884e-13,188,189,2.6001287090764727e-13,2.5863714143194545e-13
275,1,0,CADC0874,1,392,424,1.0023411181395599e-05,1.2386698521287966e-08,0.00011129554582860882,7.588329992564713,-0.3585649203575045,37,17,11,47,50,2.5342714793325168e-08,7.817698623170731e-08,392,424,3.159872071757134e-11,2.921391160681124e-11
276,0,1,CADC0874,1,411,412,-3.5720450999382415e-05,2.3161708455678302e-10,1.5218971205596752e-05,-1.2100566067149336,0.14699728038986115,0,0,0,116,127,3.028182477745446e-13,8.970707792226964e-13,411,412,5.635452178997154e-13,5.621773897009296e-13
277,1,1,CADC0874,1,534,475,5.697337719063947e-05,1.850724026820683e-08,0.0001360413182390072,1.5745136464965617,-0.08094756001343423,88,33,30,112,123,3.54308082409558e-08,1.0467259287160851e-07,696,475,3.4657753311248744e-11,3.8962611090961745e-11
278,0,1,CADC0874,1,33,37,1.7586957346274003e-05,1.9294938524789094e-11,4.392600428537644e-06,-0.8544081507142782,0.5747606572884462,0,1,1,12,11,5.061693112935848e-13,1.5461784060931146e-12,33,37,5.846951068117908e-13,5.214848249942999e-13
279,1,1,CADC0874,1,491,441,2.187254564805245e-05,4.475833020914556e-09,6.69016668022147e-05,2.596321403593774,0.1882432946165769,75,25,21,99,110,8.661622808071184e-09,2.572171480797296e-08,593,441,9.115749533430867e-12,1.0149281226563618e-11
280,1,1,CADC0874,1,36,37,-1.3193661820627695e-05,1.84261922884825e-09,4.292574086545566e-05,-0.13849491352653054,-1.3463156298138026,1,1,1,0,1,3.184977315159948e-10,6.718513086021398e-10,36,37,5.118386746800694e-11,4.980051969860135e-11
281,0,0,CADC0874,1,35,37,-1.1567762374837345e-05,7.006964188768336e-11,8.370761129531971e-06,-1.207563578512935,-0.13783716040224006,0,0,0,10,13,5.268107466699461e-13,1.6525802866631396e-12,35,37,2.0019897682195245e-12,1.893774105072523e-12
282,0,1,CADC0874,1,114,115,1.2149229314604315e-05,1.9629938028554574e-12,1.4010688073237009e-06,-0.4845283652293859,0.7017276758143585,15,2,2,30,36,3.0339182988336473e-13,8.790941195910849e-13,114,115,1.7219243884696996e-14,1.706951132917789e-14
283,1,1,CADC0874,1,238,207,3.0502481814927904e-05,2.4700947484829147e-09,4.9700047771434935e-05,-1.2348289464730307,-0.0991438175962674,5,5,5,6,66,4.7009742011973233e-11,2.1126787469398388e-12,314,207,1.0378549363373591e-11,1.1932824871898138e-11
284,1,1,CADC0874,1,815,842,4.593488546808712e-05,5.31459027057157e-10,2.3053395130807893e-05,-1.0677321216652955,0.41520799009134907,7,1,1,9,14,3.594024417673054e-11,1.07529698012836e-10,815,842,6.520969657143031e-13,6.311864929419916e-13
285,0,1,CADC0874,1,685,669,-1.9414747328460093e-05,1.087010638471454e-10,1.0425980234354245e-05,-1.1737613809700442,-0.199697671932391,0,0,0,208,220,3.301773163083559e-13,1.007506051135922e-12,813,669,1.5868768444838744e-13,1.624829056011142e-13
286,1,1,CADC0874,1,1140,1040,-7.701044380295728e-05,2.9167094528605926e-09,5.4006568608462734e-05,-1.0868097187812638,0.9510091401254364,1,0,0,0,1,1.618900864573686e-11,3.278142330112012e-11,1342,1040,2.5585170639128005e-12,2.804528320058262e-12
287,0,0,CADC0874,1,265,266,-1.6910474258492486e-05,3.015199680099503e-10,1.736433033577599e-05,-1.18698101444173,-0.12432361099713392,0,0,0,77,88,3.0434755073223267e-13,8.86926463023338e-13,265,266,1.1378112000375483e-12,1.1335337143231215e-12
288,0,1,CADC0874,1,105,106,4.779525553085927e-05,3.272105911014884e-10,1.808896324009445e-05,-1.2001036400113423,-0.03902167886358378,0,1,1,36,38,2.812024214533918e-13,8.497265221069244e-13,105,106,3.1162913438236987e-12,3.086892368881966e-12
289,0,0,CADC0874,1,480,406,-1.5257340083948537e-05,2.1125019288643343e-11,4.59619617603985e-06,-1.038206652260827,0.3744341380152092,2,0,0,139,141,3.7959146777284983e-13,1.1945622763232436e-12,630,406,4.40104568513403e-14,5.2032067213407247e-14
290,1,0,CADC0874,1,442,391,3.0272251428204585e-05,4.859270219043812e-10,2.204375244608733e-05,6.654645060901629,1.2283842411511543,1,2,2,1,2,1.1491579920669216e-10,2.442353832363109e-10,588,391,1.0993824024985999e-12,1.2427801071723304e-12
291,0,1,CADC0874,1,246,247,-3.198515396608847e-05,2.3558694517622886e-10,1.534884181872459e-05,-1.200183698088547,0.04036222636605499,0,0,0,74,84,3.7619357746633717e-13,1.1816871848497573e-12,246,247,9.576705088464587e-13,9.53793300308619e-13
292,0,0,CADC0874,1,334,309,5.136811301619913e-05,3.1543377474711267e-10,1.7760455364294933e-05,-0.500312138163364,-0.3572967911196392,5,2,1,5,9,1.0107925091765468e-10,3.047381295416555e-10,386,309,9.444124992428523e-13,1.0208212774987464e-12
293,0,1,CADC0874,1,654,655,-4.519479531495326e-06,3.56351300208926e-12,1.8877269405529127e-06,0.12351461531986407,0.9635809959342888,71,0,0,209,221,3.3283471918295863e-13,9.865857082255091e-13,654,655,5.4487966392802144e-15,5.4404778657851296e-15
294,0,0,CADC0874,1,376,377,-4.31763464917372e-05,1.5472916000226983e-10,1.2439017646191754e-05,-0.7384582311474048,0.41162301256552297,2,1,0,2,4,2.0582465530552762e-11,6.192677949360418e-11,376,377,4.115137234102921e-13,4.104221750723338e-13
295,1,0,CADC0874,1,75,52,2.920668370219413e-06,1.1015694441722677e-11,3.31898997312777e-06,-1.1754034653917609,-0.0006416448932639596,0,1,1,18,18,2.804940569979898e-13,8.992435529627098e-13,333,52,1.468759258896357e-13,2.118402777254361e-13
296,0,1,CADC0874,1,178,179,-2.0679017327672347e-05,6.840274097745804e-10,2.6153917675456968e-05,-1.4291353480594655,-0.15328920711118257,0,1,0,50,53,3.158140412837566e-13,7.729609611970165e-13,178,179,3.842850616711126e-12,3.8213821775116225e-12
297,0,0,CADC0874,1,35,37,-3.774335925158937e-05,3.476765405093779e-10,1.8646086466317214e-05,-1.290518164109382,0.37467861760033744,0,0,0,7,9,9.989979023463962e-13,4.4656989653008444e-13,35,37,9.933615443125083e-12,9.396663257010214e-12
298,1,1,CADC0874,1,131,141,3.577048587457681e-05,3.6392122195829776e-11,6.032588349608299e-06,-1.1737060514836162,-0.11691750507688227,0,1,1,49,53,3.589458378450458e-13,1.1508423947152642e-12,131,141,2.77802459510151e-13,2.5810015741723244e-13
299,0,0,CADC0874,1,102,103,4.9657481521168125e-06,1.1552951407991452e-10,1.0748465661661413e-05,-1.31004351179694,-0.162286103155096,0,1,1,18,20,6.407724250994667e-13,1.5314990269698013e-12,102,103,1.1326422949011228e-12,1.1216457677661603e-12
300,0,1,CADC0874,1,276,277,-9.312928598396604e-06,3.8827253372186046e-11,6.231151849552862e-06,-0.9021768531181245,0.5906821879388835,0,0,0,87,93,2.853499569449051e-13,8.672617107674043e-13,276,277,1.406784542470509e-13,1.4017058979128536e-13
301,0,0,CADC0874,1,131,132,1.5829676553617976e-05,3.3090247858745843e-11,5.752412351244115e-06,-1.1520812634430337,-0.29542007457919905,0,1,1,43,43,3.3443458132381707e-13,1.0403987082658963e-12,131,132,2.5259731189882323e-13,2.5068369589958973e-13
302,1,0,CADC0874,1,538,539,3.456864272055552e-05,3.155756840915712e-10,1.7764450008136228e-05,39.54537978797131,3.6741321531346576,2,3,3,2,4,1.2931035080862767e-10,2.754413890307589e-10,538,539,5.865719035159316e-13,5.854836439546776e-13
303,0,1,CADC0874,1,557,558,4.159422330618794e-05,4.814510394081557e-10,2.194199260341129e-05,-1.1477564158243547,0.23550596754055347,0,1,1,176,188,2.9367400904671057e-13,8.732479078639977e-13,557,558,8.643645231744268e-13,8.628154828103148e-13
304,0,0,CADC0874,1,335,336,1.599593380354899e-05,6.75811805325738e-11,8.220777367899814e-06,-0.9603779914574084,0.5402335576587746,0,1,1,105,111,3.09946632964097e-13,9.053600839313487e-13,335,336,2.0173486726141432e-13,2.0113446587075534e-13
305,0,0,CADC0874,1,192,193,-1.8921800418635276e-05,3.301929462082801e-11,5.746241782315465e-06,-1.1770403008679786,-0.11414623447672692,0,0,0,61,64,3.5057095604428e-13,1.1293683312025677e-12,192,193,1.7197549281681258e-13,1.7108442808719177e-13
306,0,0,CADC0874,1,343,344,-7.880988599075658e-06,2.9159657599784366e-12,1.7076199108637836e-06,4.551284895586255,1.5905139379461248,25,4,1,17,22,2.2122878995086843e-12,6.726492387166837e-12,343,344,8.501357900811768e-15,8.476644651100106e-15
307,0,1,CADC0874,5,1335,222,-4.251707263713445e-05,3.585960945077714e-10,1.8936633663557294e-05,-0.8934356985246166,0.7997064657792812,0,0,0,36,40,2.364374096553543e-13,5.665422865415795e-13,8975,1110,2.686113067473943e-13,1.6152977230079793e-12
308,1,1,CADC0884,5,360,67,0.807473378522414,3.144299135508052,1.7732171709940248,-1.1044982842029274,0.09930629026843468,2,2,2,1,1,0.21713462790715082,0.27540139567202215,2100,335,0.008734164265300144,0.046929837843403766
309,0,0,CADC0884,5,240,49,1.563490905948668,4.733867542277302e-05,0.0068803107068484215,0.25935220484068955,0.7929556615337432,11,1,1,12,13,9.042068249460008e-05,0.00027490765709235114,1200,245,1.9724448092822093e-07,9.660954167912862e-07
310,0,1,CADC0884,5,250,51,1.5588062123585833,8.685202656749252e-05,0.009319443468764245,-0.2737311488941838,-0.6299873654550089,12,1,1,14,14,0.00016613313763476814,0.0004479376407515406,1250,255,3.4740810626997007e-07,1.7029809130880886e-06
311,0,1,CADC0884,5,140,29,0.6390515812126504,2.9324002570237906e-05,0.005415164131421864,-0.710906724508432,0.7935751071077528,7,1,1,7,8,4.970618679605976e-05,0.00015183411280752875,700,145,2.0945716121598503e-07,1.0111725024219968e-06
312,0,1,CADC0884,5,290,59,0.4977387970644389,0.3475437428328272,0.5895284071466168,-1.2816356969741232,0.7016505318150397,1,2,2,1,2,0.023359755049626656,0.047665055982640994,1450,295,0.001198426699423542,0.005890571912420799
313,0,0,CADC0884,5,500,103,0.7110419386129762,0.31301034572464514,0.5594732752550787,-1.418285891043125,0.09734143876865585,2,2,2,1,2,0.03866675321443958,0.07557309516500492,2500,515,0.0006260206914492903,0.0030389353953849045
314,1,1,CADC0884,5,545,110,0.7517914338876607,3.215395866805516,1.793152494018709,4.817839502115985,0.2945147812455557,7,6,7,10,10,4.838526294193084,13.361985847230487,2725,550,0.005899808929918378,0.029230871516413782
315,1,1,CADC0884,5,550,111,0.6895379045001764,0.21247746665981795,0.4609527813776786,-1.004673774518478,0.5733277490891847,0,1,1,1,1,0.0027158691501178263,0.005414954562839327,2750,555,0.00038632266665421445,0.0019142114113497113
